1,Karoo,-32.25,22.55,1213,Africa/Johannesburg,7200,32,180
75,Upington,-28.45,21.26,804,Africa/Johannesburg,7200,28,180
85,Cape West Coast,-32.8,18.15,4,Africa/Johannesburg,7200,33,180
95,Gqeberha,-33.96,25.6,87,Africa/Johannesburg,7200,34,180
105,Theunissen,-28.5,26.8,1331,Africa/Johannesburg,7200,29,180
115,Polokwane,-23.9,29.45,1261,Africa/Johannesburg,7200,24,180
